"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS/60","NZS/60","DZS/60","OTF/60","OZF/60","NZF/60","DZF/60","Ice_F/60","Ice_A/60"
"Mikael Samuelsson","MIKAEL.SAMUELSSON","11-12","FLA","R","R",1976-12-23,34,48,105.85,2.21,45.04,33.44,6.8,1.13,19.84,53.85,11.9,2.27,0.57,0
"Mikael Samuelsson","MIKAEL.SAMUELSSON","13-14","DET","R","R",1976-12-23,36,25,60.25,2.41,43.4,35.85,6.97,1.99,28.88,40.83,12.95,2.99,0,0
"Mike Cammalleri","MIKE.CAMMALLERI","07-08","L.A","C/L","L",1982-06-08,25,63,235.13,3.73,53.35,22.71,12.5,1.02,16.33,43.64,18.88,3.06,0.26,0
"Mike Cammalleri","MIKE.CAMMALLERI","08-09","CGY","L","L",1982-06-08,26,79,304.05,3.85,54.18,34.14,6.12,0.59,12.83,54.46,10.46,1.97,0.2,0
"Mike Cammalleri","MIKE.CAMMALLERI","09-10","MTL","L","L",1982-06-08,27,63,171.73,2.73,58.81,33.54,6.29,0.35,16.07,56.6,9.08,3.14,0,0
"Mike Cammalleri","MIKE.CAMMALLERI","10-11","MTL","L","L",1982-06-08,28,66,190.28,2.88,54.69,34.37,5.68,0.95,19.23,49.82,10.09,2.84,0.95,0
"Mike Cammalleri","MIKE.CAMMALLERI","11-12","CGY","L","L",1982-06-08,29,27,81.28,3.01,58.14,26.57,5.17,0.74,16.24,49.46,8.86,3.69,1.48,0
"Mike Cammalleri","MIKE.CAMMALLERI","11-12","MTL","L","L",1982-06-08,29,38,109.05,2.87,47.19,27.51,4.95,1.1,33.01,47.87,8.8,2.2,0,0
"Mike Cammalleri","MIKE.CAMMALLERI","12-13","CGY","L","L",1982-06-08,30,43,118.28,2.75,52.7,33.99,4.06,1.01,15.22,57.32,8.62,2.03,0.51,0
"Mike Cammalleri","MIKE.CAMMALLERI","13-14","CGY","L","L",1982-06-08,31,57,174.57,3.06,60.65,26.81,5.16,1.37,14.09,54.3,7.91,1.72,0,0
"Mike Cammalleri","MIKE.CAMMALLERI","14-15","N.J","L","L",1982-06-08,32,64,138.88,2.17,50.22,35.43,7.78,3.02,17.71,53.14,11.66,4.32,0.86,0
"Mike Cammalleri","MIKE.CAMMALLERI","15-16","N.J","L","L",1982-06-08,33,42,112.63,2.68,53.66,28.23,8.52,2.13,18.65,44.75,11.72,5.86,1.6,0
"Mike Cammalleri","MIKE.CAMMALLERI","16-17","N.J","L","L",1982-06-08,34,61,146.95,2.41,45.85,20.01,3.67,1.63,34.3,37.56,8.17,2.86,0,0
"Mike Cammalleri","MIKE.CAMMALLERI","17-18","EDM","L","L",1982-06-08,35,49,51.78,1.06,24.34,24.33,12.75,1.16,52.14,39.4,16.22,1.16,0,0
"Mike Commodore","MIKE.COMMODORE","08-09","CBJ","D","R",1979-11-07,28,78,77.53,0.99,15.59,18.57,16.25,4.64,79.71,30.96,20.9,6.19,1.55,0
"Mike Comrie","MIKE.COMRIE","07-08","NYI","C","L",1980-09-11,27,76,264.88,3.49,57,19.71,14.95,0.68,14.04,37.83,21.29,3.85,0.91,0
"Mike Comrie","MIKE.COMRIE","08-09","NYI","C","L",1980-09-11,28,41,118.85,2.9,50.04,25.75,3.53,1.01,24.74,39.88,7.57,2.52,1.01,0
"Mike Comrie","MIKE.COMRIE","09-10","EDM","C","L",1980-09-11,29,43,121.15,2.82,46.66,22.29,3.47,0.5,34.17,35.66,8.42,2.97,0.99,0
"Mike Fisher","MIKE.FISHER","07-08","OTT","C","R",1980-06-05,27,78,215.85,2.77,43.18,22.79,13.06,1.67,23.91,35.02,20.57,2.22,0.28,0
"Mike Fisher","MIKE.FISHER","08-09","OTT","C","R",1980-06-05,28,78,191.85,2.46,40.07,27.52,6.25,2.19,25.96,47.54,9.38,3.13,0.63,0
"Mike Fisher","MIKE.FISHER","09-10","OTT","C","R",1980-06-05,29,77,208.3,2.71,47.56,22.76,6.34,1.15,22.18,43.49,11.81,3.17,0.29,0
"Mike Fisher","MIKE.FISHER","10-11","NSH","C","R",1980-06-05,30,26,52.28,2.01,44.55,36.73,5.74,0,28.69,50.5,8.03,1.15,0,0
"Mike Fisher","MIKE.FISHER","10-11","OTT","C","R",1980-06-05,30,55,131.85,2.4,48,35.49,6.37,0.91,14.56,55.52,9.56,2.28,0,0
"Mike Fisher","MIKE.FISHER","11-12","NSH","C","R",1980-06-05,31,70,156.42,2.23,46.02,37.59,6.9,1.92,19.95,54.85,11.89,3.45,1.15,0
"Mike Fisher","MIKE.FISHER","12-13","NSH","C","R",1980-06-05,32,37,93.67,2.53,49.83,35.23,11.53,1.28,21.78,52.52,17.29,3.2,0.64,0
"Mike Fisher","MIKE.FISHER","13-14","NSH","C","R",1980-06-05,33,73,193.9,2.66,55.28,33.11,4.95,0,11.14,51.06,8.35,2.48,1.55,0
"Mike Fisher","MIKE.FISHER","14-15","NSH","C","R",1980-06-05,34,58,154.88,2.67,48.69,37.19,7.75,0.77,18.21,55.79,13.95,3.87,1.16,0
"Mike Fisher","MIKE.FISHER","15-16","NSH","C","R",1980-06-05,35,70,157.15,2.25,44.35,29.4,4.96,3.44,25.58,46.2,7.64,5.35,0.38,0
"Mike Fisher","MIKE.FISHER","16-17","NSH","C","R",1980-06-05,36,71,163.7,2.31,46.97,32.62,4.4,0.73,23.46,51.31,7.7,4.03,0.73,0
"Mike Green","MIKE.GREEN","07-08","WSH","D","R",1985-10-12,21,82,358.18,4.37,69.79,17.42,10.22,0.5,8.88,40.04,19.77,2.01,0.17,0
"Mike Green","MIKE.GREEN","08-09","WSH","D","R",1985-10-12,22,68,348.4,5.12,86.33,21.53,3.62,0.52,3.1,48.56,12.23,2.76,0.17,0
"Mike Green","MIKE.GREEN","09-10","WSH","D","R",1985-10-12,23,74,352.38,4.76,83.97,19.41,3.58,0.17,3.24,50.57,10.56,1.87,0.68,0
"Mike Green","MIKE.GREEN","10-11","WSH","D","R",1985-10-12,24,47,201.2,4.28,76.44,21.47,3.58,0.3,3.28,47.42,11.33,1.49,0,0
"Mike Green","MIKE.GREEN","11-12","WSH","D","R",1985-10-12,25,30,81.33,2.71,56,21.39,6.64,0,16.23,45,16.23,1.48,0,0
"Mike Green","MIKE.GREEN","12-13","WSH","D","R",1985-10-12,26,35,132.6,3.79,78.83,25.79,2.26,0,5.43,52.49,8.14,0.9,0,0
"Mike Green","MIKE.GREEN","13-14","WSH","D","R",1985-10-12,27,69,178.4,2.59,49.17,24.22,9.42,2.02,15.81,48.09,15.13,4.37,0.34,0
"Mike Green","MIKE.GREEN","14-15","WSH","D","R",1985-10-12,28,70,187.23,2.67,58.23,31.08,7.05,0.32,9.61,53.84,12.5,1.92,0.96,0.32
"Mike Green","MIKE.GREEN","15-16","DET","D","R",1985-10-12,29,73,190.22,2.61,51.33,25.55,5.99,1.89,23.03,45.42,7.25,4.73,1.26,0
"Mike Green","MIKE.GREEN","16-17","DET","D","R",1985-10-12,30,69,179.25,2.6,51.75,25.1,5.69,1.34,24.77,48.54,9.37,2.34,0,0
"Mike Green","MIKE.GREEN","17-18","DET","D","R",1985-10-12,31,65,140.38,2.16,47.09,23.51,6.41,0.43,31.2,47.87,9.83,2.14,0,0
"Mike Green","MIKE.GREEN","18-19","DET","D","R",1985-10-12,32,41,80.65,1.97,42.91,28.27,9.67,2.23,28.27,43.89,17.85,2.98,0,0
"Mike Green","MIKE.GREEN","19-20","DET","D","R",1985-10-12,33,47,113.62,2.42,44.66,26.4,10.56,1.58,26.93,47,13.73,5.81,1.58,0
"Mike Hoffman","MIKE.HOFFMAN","13-14","OTT","C","L",1989-11-24,23,25,54.42,2.18,40.44,30.87,4.41,1.1,22.05,44.1,8.82,4.41,2.21,0
"Mike Hoffman","MIKE.HOFFMAN","14-15","OTT","C","L",1989-11-24,24,79,134.7,1.71,31.15,26.73,8.02,0.89,31.18,40.09,16.04,2.67,1.34,0
"Mike Hoffman","MIKE.HOFFMAN","15-16","OTT","C","L",1989-11-24,25,76,176.87,2.33,48.51,25.1,9.5,0.68,24.42,41.05,15.94,1.36,0.34,0
"Mike Hoffman","MIKE.HOFFMAN","16-17","OTT","C","L",1989-11-24,26,74,217.58,2.94,61.13,39.71,5.52,0.28,5.52,68.94,8.82,1.93,0.83,0
"Mike Hoffman","MIKE.HOFFMAN","17-18","OTT","C","L",1989-11-24,27,82,237.98,2.9,58.66,30.76,5.8,0.76,13.61,53.95,9.08,2.02,0.76,0
"Mike Hoffman","MIKE.HOFFMAN","18-19","FLA","C","L",1989-11-24,28,82,268.68,3.28,63.83,31.49,6.48,1.12,8.04,54.27,10.5,2.01,0.45,0
"Mike Hoffman","MIKE.HOFFMAN","19-20","FLA","C","L",1989-11-24,29,69,244.98,3.55,71.88,32.08,4.65,0.24,4.16,57.31,7.84,1.47,0.49,0
"Mike Knuble","MIKE.KNUBLE","07-08","PHI","R","R",1972-07-04,35,81,340.87,4.21,60.67,27.28,16.37,1.41,10.56,42.77,23.94,2.64,0.53,0
"Mike Knuble","MIKE.KNUBLE","08-09","PHI","R","R",1972-07-04,36,82,225.67,2.75,49.03,35.63,6.12,0.8,18.61,48.39,10.63,1.33,0,0.27
"Mike Knuble","MIKE.KNUBLE","09-10","WSH","R","R",1972-07-04,37,69,161.63,2.34,43.78,34.52,6.68,1.48,21.9,54.57,12.25,3.71,0.74,0
"Mike Knuble","MIKE.KNUBLE","10-11","WSH","R","R",1972-07-04,38,76,173.07,2.28,44.87,30.51,7.63,1.39,23.92,49.58,13.87,1.73,0,0
"Mike Knuble","MIKE.KNUBLE","11-12","WSH","R","R",1972-07-04,39,68,80.1,1.18,24.08,29.96,8.24,3.75,38.95,51.69,14.98,8.99,0.75,0
"Mike Matheson","MIKE.MATHESON","17-18","FLA","D","L",1994-02-27,23,79,89.02,1.13,22.03,22.92,10.78,4.04,59.31,39.09,17.52,6.07,0.67,0
"Mike Matheson","MIKE.MATHESON","18-19","FLA","D","L",1994-02-27,24,75,58.9,0.79,15.11,23.43,13.24,3.06,58.06,35.65,18.34,3.06,0,0
"Mike Modano","MIKE.MODANO","07-08","DAL","C","L",1970-06-07,37,82,305.53,3.73,57.37,21.21,13.55,1.18,9.62,43.4,22.39,1.77,0.2,0.2
"Mike Modano","MIKE.MODANO","08-09","DAL","C","L",1970-06-07,38,80,266.62,3.33,50.36,32.63,6.75,0.9,11.03,53.11,11.48,2.25,0.45,0
"Mike Modano","MIKE.MODANO","09-10","DAL","C","L",1970-06-07,39,58,163.38,2.82,45.83,41.5,4.77,0.73,15.79,63.53,7.71,1.47,0,0
"Mike Modano","MIKE.MODANO","10-11","DET","C","L",1970-06-07,40,39,97.02,2.49,43.06,31.54,5.57,0.62,29.68,46.38,8.66,3.71,0.62,0
"Mike Mottau","MIKE.MOTTAU","07-08","N.J","D","L",1978-03-19,29,76,177.3,2.33,37.08,18.95,11.51,2.03,29.78,35.87,22,3.72,1.02,0
"Mike Mottau","MIKE.MOTTAU","08-09","N.J","D","L",1978-03-19,30,79,59.25,0.75,12.59,32.41,13.16,2.03,48.61,46.58,19.24,5.06,0,0
"Mike Reilly","MIKE.REILLY","15-16","MIN","D","L",1993-07-13,22,29,52.63,1.81,32.62,26.22,7.98,1.14,36.48,44.46,12.54,4.56,0,0
"Mike Reilly","MIKE.REILLY","17-18","MIN","D","L",1993-07-13,24,38,61.48,1.62,31.91,29.28,4.88,0,32.21,43.92,8.78,0.98,0.98,0
"Mike Reilly","MIKE.REILLY","18-19","MTL","D","L",1993-07-13,25,55,79.55,1.45,26.75,17.35,5.28,2.26,50.53,35.45,8.3,3.77,0.75,0.75
"Mike Reilly","MIKE.REILLY","19-20","OTT","D","L",1993-07-13,26,30,59.35,1.98,42.58,33.36,4.04,0,34.37,50.55,6.07,1.01,1.01,0
"Mike Ribeiro","MIKE.RIBEIRO","07-08","DAL","C","L",1980-02-10,27,76,295.23,3.88,60.64,18.29,11.79,0.81,12.8,35.57,19.92,1.42,0.2,0
"Mike Ribeiro","MIKE.RIBEIRO","08-09","DAL","C","L",1980-02-10,28,82,336.32,4.1,61.89,26.4,5.89,0.54,10.53,46.21,9.81,2.14,0.71,0
"Mike Ribeiro","MIKE.RIBEIRO","09-10","DAL","C","L",1980-02-10,29,66,216.92,3.29,51.95,27.38,7.47,0.55,22.96,47.58,12.45,1.66,0.55,0
"Mike Ribeiro","MIKE.RIBEIRO","10-11","DAL","C","L",1980-02-10,30,81,296.47,3.66,59.82,35.82,4.65,0.2,8.7,55.25,9.31,2.83,1.01,0
"Mike Ribeiro","MIKE.RIBEIRO","11-12","DAL","C","L",1980-02-10,31,70,200.25,2.86,56.59,27.27,4.19,0.3,13.78,44.34,8.99,1.8,0.3,0
"Mike Ribeiro","MIKE.RIBEIRO","12-13","WSH","C","L",1980-02-10,32,48,156.35,3.26,63.8,33.39,5.37,0,9.98,50.66,9.21,0.77,0.38,0
"Mike Ribeiro","MIKE.RIBEIRO","13-14","ARI","C","L",1980-02-10,33,80,248.03,3.1,59.34,25.16,6.05,0.48,17.9,46.69,12.1,2.42,0.97,0
"Mike Ribeiro","MIKE.RIBEIRO","14-15","NSH","C","L",1980-02-10,34,81,221.47,2.73,50.94,24.11,5.69,0.81,24.11,46.06,10.57,2.17,0.81,0
"Mike Ribeiro","MIKE.RIBEIRO","15-16","NSH","C","L",1980-02-10,35,81,211.3,2.61,51.36,27.26,5.11,0,19.31,48.56,9.65,1.42,1.14,0.28
"Mike Ribeiro","MIKE.RIBEIRO","16-17","NSH","C","L",1980-02-10,36,46,111.75,2.43,44.72,26.31,7.52,0.54,30.07,41.88,10.2,1.61,0.54,0
"Mike Richards","MIKE.RICHARDS","07-08","PHI","C","L",1985-02-11,22,72,322.43,4.48,63.12,22.14,13.77,1.49,6.7,42.43,23.45,2.61,0.37,0
"Mike Richards","MIKE.RICHARDS","08-09","PHI","C","L",1985-02-11,23,79,242.28,3.07,54.66,30.96,6.69,0.5,13.87,46.81,10.4,1.24,0,0.5
"Mike Richards","MIKE.RICHARDS","09-10","PHI","C","L",1985-02-11,24,82,251.13,3.06,51.11,30.34,9.32,1.19,21.98,50.65,12.42,2.39,0.24,0
"Mike Richards","MIKE.RICHARDS","10-11","PHI","C","L",1985-02-11,25,81,220.8,2.73,46.78,34.24,6.25,1.36,25.54,55.71,7.88,4.08,0,0
"Mike Richards","MIKE.RICHARDS","11-12","L.A","C","L",1985-02-11,26,74,199.2,2.69,50.38,33.73,8.13,1.51,16.27,55.12,14.16,2.41,0.6,0
"Mike Richards","MIKE.RICHARDS","12-13","L.A","C","L",1985-02-11,27,48,112.45,2.34,47.77,42.15,5.34,0.53,19.21,62.43,8,0.53,0,0
"Mike Richards","MIKE.RICHARDS","13-14","L.A","C","L",1985-02-11,28,80,218.25,2.73,46.14,34.91,6.87,0.82,21.44,54.43,10.72,1.92,0.55,0
"Mike Richards","MIKE.RICHARDS","14-15","L.A","C","L",1985-02-11,29,52,63.13,1.21,21.84,18.06,5.7,2.85,50.37,34.22,8.55,5.7,1.9,0
"Mike Rupp","MIKE.RUPP","10-11","PIT","C","L",1980-01-13,30,81,63.98,0.79,12.86,20.63,13.13,1.88,46.89,36.57,15.94,6.56,2.81,0
"Mike Santorelli","MIKE.SANTORELLI","10-11","FLA","C","R",1985-12-14,24,80,205.43,2.57,47.58,36.22,7.01,0.88,16.06,54.33,10.81,3.5,1.75,0
"Mike Santorelli","MIKE.SANTORELLI","11-12","FLA","C","R",1985-12-14,25,60,65.62,1.09,19.23,26.52,5.49,2.74,57.6,38.4,13.72,5.49,0,0
"Mike Santorelli","MIKE.SANTORELLI","13-14","VAN","C","R",1985-12-14,27,49,67.85,1.38,26.79,27.41,10.61,3.54,47.75,38.03,15.03,7.96,1.77,0
"Mike Sillinger","MIKE.SILLINGER","07-08","NYI","C","R",1971-06-29,36,52,123.6,2.38,39.8,18.45,13.59,2.43,34.47,31.07,21.84,4.85,0.97,0
"Mike Van Ryn","MIKE.VAN RYN","08-09","TOR","D","R",1979-05-14,29,26,58.43,2.25,36.96,39.02,5.13,1.03,25.67,59.56,10.27,4.11,1.03,0
"Mikhail Grabovski","MIKHAIL.GRABOVSKI","08-09","TOR","C","L",1984-01-31,24,76,159.22,2.1,33.93,25.25,7.16,1.13,29.02,45.97,11.68,3.39,0.75,0
"Mikhail Grabovski","MIKHAIL.GRABOVSKI","09-10","TOR","C","L",1984-01-31,25,58,141,2.43,41.52,21.28,4.68,1.28,37.45,34.04,10.21,3.4,0.43,0
"Mikhail Grabovski","MIKHAIL.GRABOVSKI","10-11","TOR","C","L",1984-01-31,26,81,240.65,2.97,46.69,24.68,4.24,1.5,28.67,45.13,9.72,2.49,0.25,0
"Mikhail Grabovski","MIKHAIL.GRABOVSKI","11-12","TOR","C","L",1984-01-31,27,71,150.38,2.12,39.18,16.76,4.39,1.2,46.28,32.72,7.18,2.79,0.8,0
"Mikhail Grabovski","MIKHAIL.GRABOVSKI","12-13","TOR","C","L",1984-01-31,28,47,81.6,1.74,33.66,27.94,10.29,2.94,37.5,40.44,13.97,4.41,0.74,0
"Mikhail Grabovski","MIKHAIL.GRABOVSKI","13-14","WSH","C","L",1984-01-31,29,58,82.32,1.42,28.95,34.99,8.02,0.73,31.34,53.94,13.12,3.64,0.73,0
"Mikhail Grabovski","MIKHAIL.GRABOVSKI","14-15","NYI","C","L",1984-01-31,30,51,70.77,1.39,26.43,26.28,9.33,1.7,40.7,34.76,11.87,4.24,1.7,0
"Mikhail Grabovski","MIKHAIL.GRABOVSKI","15-16","NYI","C","L",1984-01-31,31,57,59.43,1.04,22.27,19.18,10.1,0,57.55,26.25,10.1,2.02,2.02,0
"Mikhail Grigorenko","MIKHAIL.GRIGORENKO","15-16","COL","C","L",1994-05-16,21,73,94.43,1.29,25.05,31.77,7.62,2.54,34.31,45.11,10.17,3.18,0.64,0
"Mikhail Grigorenko","MIKHAIL.GRIGORENKO","16-17","COL","C","L",1994-05-16,22,71,130.98,1.84,37.06,30.69,5.04,1.37,37.1,40.77,7.33,5.5,1.83,0
"Mikhail Sergachev","MIKHAIL.SERGACHEV","17-18","T.B","D","L",1998-06-25,19,76,143.03,1.88,35.12,23.49,7.13,1.26,41.95,39.43,10.07,2.1,0.42,0
"Mikhail Sergachev","MIKHAIL.SERGACHEV","18-19","T.B","D","L",1998-06-25,20,74,111.07,1.5,31.76,22.15,7.56,2.7,41.06,35.11,11.88,3.78,0,0
"Mikhail Sergachev","MIKHAIL.SERGACHEV","19-20","T.B","D","L",1998-06-25,21,68,132.67,1.95,39.03,22.16,5.88,0,39.8,38.89,9.95,2.26,1.36,0
"Mikkel Boedker","MIKKEL.BOEDKER","08-09","ARI","L","L",1989-12-16,18,75,150.93,2.01,29.89,30.21,9.54,3.18,33.39,38.56,13.12,6.76,1.19,0
"Mikkel Boedker","MIKKEL.BOEDKER","11-12","ARI","L","L",1989-12-16,21,81,86.6,1.07,21.52,30.48,6.24,2.77,34.64,40.18,11.78,4.85,1.39,0
"Mikkel Boedker","MIKKEL.BOEDKER","12-13","ARI","L","L",1989-12-16,22,46,124.1,2.7,47.05,28.53,7.25,1.45,24.66,49.32,8.7,2.9,0.97,0
"Mikkel Boedker","MIKKEL.BOEDKER","13-14","ARI","L","L",1989-12-16,23,82,176.6,2.15,41,40.09,5.78,2.38,27.18,53.68,9.17,3.74,0.68,0.34
"Mikkel Boedker","MIKKEL.BOEDKER","14-15","ARI","L","L",1989-12-16,24,43,122.52,2.85,54.96,42.12,8.33,0.98,9.3,67.09,12.73,2.94,0.49,0
"Mikkel Boedker","MIKKEL.BOEDKER","15-16","ARI","L","L",1989-12-16,25,62,254.27,4.1,67.22,28.79,7.08,0,5.66,54.27,10.62,2.6,0.47,0
"Mikkel Boedker","MIKKEL.BOEDKER","16-17","S.J","L","L",1989-12-16,26,81,123.73,1.53,31.41,21.34,6.79,2.91,52.37,31.04,12.61,5.33,1.94,0
"Mikkel Boedker","MIKKEL.BOEDKER","17-18","S.J","L","L",1989-12-16,27,72,101.3,1.41,29.16,26.65,10.66,3.55,38.5,31.39,14.81,5.92,1.78,0
"Mikkel Boedker","MIKKEL.BOEDKER","18-19","OTT","L","L",1989-12-16,28,68,133.13,1.96,42.22,29.29,4.06,0.9,32.9,38.76,9.01,3.61,0.45,0
"Mikko Koivu","MIKKO.KOIVU","07-08","MIN","C","L",1983-03-12,24,56,160.05,2.86,46.85,25.87,13.12,2.62,26.24,36.74,15.75,3.75,0.37,0
"Mikko Koivu","MIKKO.KOIVU","08-09","MIN","C","L",1983-03-12,25,78,260.45,3.34,54.69,38.47,6.22,1.38,21.89,57.36,11.29,1.84,0,0
"Mikko Koivu","MIKKO.KOIVU","09-10","MIN","C","L",1983-03-12,26,79,257.75,3.26,55.41,35.62,7.45,0.47,16.76,53.54,10.01,2.56,0.7,0
"Mikko Koivu","MIKKO.KOIVU","10-11","MIN","C","L",1983-03-12,27,69,207.07,3,53.77,33.03,5.22,0.87,15.36,56.79,11.59,2.32,0.29,0
"Mikko Koivu","MIKKO.KOIVU","11-12","MIN","C","L",1983-03-12,28,55,176.82,3.21,61.5,34.61,5.43,1.02,11.2,54.29,10.86,3.05,0,0
"Mikko Koivu","MIKKO.KOIVU","12-13","MIN","C","L",1983-03-12,29,46,150.25,3.27,62.37,33.94,5.19,1.2,11.18,54.71,8.39,2.8,0.8,0
"Mikko Koivu","MIKKO.KOIVU","13-14","MIN","C","L",1983-03-12,30,64,209.52,3.27,63.22,33.51,7.45,0.29,6.59,56.99,12.31,2,0.57,0
"Mikko Koivu","MIKKO.KOIVU","14-15","MIN","C","L",1983-03-12,31,78,252.82,3.24,62.84,37.02,6.41,0.47,7.83,62.89,10.2,1.19,0.24,0
"Mikko Koivu","MIKKO.KOIVU","15-16","MIN","C","L",1983-03-12,32,80,262.15,3.28,61.35,35.48,5.49,1.14,5.72,60.65,7.78,3.43,0,0
"Mikko Koivu","MIKKO.KOIVU","16-17","MIN","C","L",1983-03-12,33,80,171.77,2.15,46.18,31.79,5.94,1.4,24.8,48.9,9.08,3.14,0.7,0
"Mikko Koivu","MIKKO.KOIVU","17-18","MIN","C","L",1983-03-12,34,81,197.48,2.44,52.13,34.94,4.25,0.3,14.58,53.47,9.42,2.43,1.22,0
"Mikko Koivu","MIKKO.KOIVU","18-19","MIN","C","L",1983-03-12,35,46,110.28,2.4,46.63,34.28,3.26,2.18,20.13,52.23,8.16,3.26,0,0
"Mikko Koivu","MIKKO.KOIVU","19-20","MIN","C","L",1983-03-12,36,54,89.75,1.66,31.63,39.44,6.69,1.34,24.74,48.13,12.03,2.67,0,0
"Mikko Rantanen","MIKKO.RANTANEN","16-17","COL","R","L",1996-10-29,19,71,187.8,2.65,53.23,30.67,7.99,0.96,19.17,47.6,12.46,3.83,1.6,0
"Mikko Rantanen","MIKKO.RANTANEN","17-18","COL","R","L",1996-10-29,20,80,292.03,3.65,61.6,31.44,6.99,0.41,9.04,53.21,12.33,1.64,0.21,0
"Mikko Rantanen","MIKKO.RANTANEN","18-19","COL","R","L",1996-10-29,21,74,287.23,3.88,67.83,26.32,5.01,0.21,3.76,56.19,8.56,1.25,0.21,0
"Mikko Rantanen","MIKKO.RANTANEN","19-20","COL","R","L",1996-10-29,22,42,139.23,3.31,65.16,31.46,3.45,0,4.31,56.02,6.46,3.45,1.72,0
"Milan Hejduk","MILAN.HEJDUK","07-08","COL","R","R",1976-02-14,31,77,268.23,3.48,53.23,29.3,11.41,1.34,13.65,44.74,16.78,3.58,1.34,0
"Milan Hejduk","MILAN.HEJDUK","08-09","COL","R","R",1976-02-14,32,82,298.23,3.64,59.75,37.62,6.44,0.8,8.85,54.32,10.26,2.82,0.4,0
"Milan Hejduk","MILAN.HEJDUK","09-10","COL","R","R",1976-02-14,33,56,178.23,3.18,55.99,35.01,6.73,0.34,9.76,58.58,10.44,2.36,0.67,0
"Milan Hejduk","MILAN.HEJDUK","10-11","COL","R","R",1976-02-14,34,70,197.55,2.82,53.32,37.97,5.77,1.21,13.97,57.1,10.33,1.21,0,0
"Milan Hejduk","MILAN.HEJDUK","11-12","COL","R","R",1976-02-14,35,73,181.23,2.48,52.51,35.09,7.28,0.99,13.9,55.62,12.25,1.66,0.33,0
"Milan Hejduk","MILAN.HEJDUK","12-13","COL","R","R",1976-02-14,36,29,55.55,1.92,41.42,29.16,6.48,2.16,29.16,44.28,11.88,3.24,0,0
"Milan Jurcina","MILAN.JURCINA","10-11","NYI","D","R",1983-06-07,27,46,50.77,1.1,19.05,27.18,8.27,0,40.18,43.73,15.36,4.73,1.18,0
"Milan Jurcina","MILAN.JURCINA","11-12","NYI","D","R",1983-06-07,28,63,52.82,0.84,16.9,30.67,10.22,1.14,37.49,42.03,13.63,1.14,0,0
"Milan Lucic","MILAN.LUCIC","07-08","BOS","L","L",1988-06-07,19,75,75.25,1,16.37,17.54,12.76,3.19,35.08,35.88,26.31,4.78,0,0
"Milan Lucic","MILAN.LUCIC","08-09","BOS","L","L",1988-06-07,20,71,114,1.61,27.76,23.16,7.89,2.11,36.32,38.42,16.32,4.74,1.05,0
"Milan Lucic","MILAN.LUCIC","10-11","BOS","L","L",1988-06-07,22,76,196,2.58,46.86,31.53,5.82,1.84,21.43,49.59,12.24,2.76,0,0.31
"Milan Lucic","MILAN.LUCIC","11-12","BOS","L","L",1988-06-07,23,78,175.62,2.25,44.8,30.06,4.78,1.37,29.72,45.1,9.91,5.12,0.68,0
"Milan Lucic","MILAN.LUCIC","12-13","BOS","L","L",1988-06-07,24,43,89.4,2.08,46.41,28.86,4.7,0,23.49,46.31,9.4,3.36,0.67,0
"Milan Lucic","MILAN.LUCIC","13-14","BOS","L","L",1988-06-07,25,77,184.73,2.4,52.31,34.1,3.9,0,17.21,54.89,8.44,1.3,0.97,0
"Milan Lucic","MILAN.LUCIC","14-15","BOS","L","L",1988-06-07,26,77,146.98,1.91,41.2,20.82,5.72,0.41,44.5,33.88,14.29,1.22,0,0
"Milan Lucic","MILAN.LUCIC","15-16","L.A","L","L",1988-06-07,27,78,169.38,2.17,45.77,37.9,6.02,0.71,23.03,55.97,9.92,1.77,0.71,0
"Milan Lucic","MILAN.LUCIC","16-17","EDM","L","L",1988-06-07,28,80,212.87,2.66,54.69,36.92,5.64,0.85,12.68,53.84,9.3,1.69,0,0
"Milan Lucic","MILAN.LUCIC","17-18","EDM","L","L",1988-06-07,29,79,169.05,2.14,48.04,32.3,4.26,0.35,19.52,50.75,7.45,2.13,1.06,0
"Milan Lucic","MILAN.LUCIC","18-19","EDM","L","L",1988-06-07,30,79,106.55,1.35,31.62,27.59,7.88,1.13,39.98,45.05,11.26,1.69,0,0
"Milan Lucic","MILAN.LUCIC","19-20","CGY","L","L",1988-06-07,31,66,102.48,1.55,35.2,24.59,8.2,1.76,48.01,40.98,14.05,3.51,1.17,0
"Milan Michalek","MILAN.MICHALEK","07-08","S.J","L/R","L",1984-12-07,22,79,249.25,3.16,46,20.94,16.37,0.96,19.5,40.2,24.07,2.65,0.48,0
"Milan Michalek","MILAN.MICHALEK","08-09","S.J","L","L",1984-12-07,23,77,197.58,2.57,40.62,31.28,6.68,2.13,35.23,46.77,12.15,4.25,1.21,0
"Milan Michalek","MILAN.MICHALEK","09-10","OTT","L","L",1984-12-07,24,64,164.92,2.58,45.74,35.65,8,0.36,13.46,52.39,13.1,2.91,0.73,0
"Milan Michalek","MILAN.MICHALEK","10-11","OTT","L","L",1984-12-07,25,66,154.47,2.34,45.83,30.69,9.32,0.39,19.42,50.5,13.98,1.17,0,0
"Milan Michalek","MILAN.MICHALEK","11-12","OTT","L","L",1984-12-07,26,76,208.52,2.74,52.65,32.51,8.34,1.15,21.87,49.49,14.96,2.3,0.29,0
