"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Derek Roy","DEREK.ROY","08-09","BUF","C","L",1983-05-04,25,81,307.95,90.68,84.7,86.58,87.87,88.35,39.09,4.02,277.42,50.13,388.28,60.2,523.55,72.24,33.96,4.48,35.07,227.29,328.08,451.31,29.48,14.09,91.98
"Derek Roy","DEREK.ROY","09-10","BUF","C","L",1983-05-04,26,80,234.13,96.08,78.96,81.22,83.05,85.27,21.33,0.87,197.25,52.56,276.93,64.05,373.57,76.26,25.94,4.48,20.46,144.69,212.88,297.31,21.46,10.81,98.34
"Derek Roy","DEREK.ROY","10-11","BUF","C","L",1983-05-04,27,35,124.32,87.59,90.61,90.48,91.24,91.17,14.04,1.99,132.29,13.71,176.79,18.6,238.92,22.94,16.84,1.63,12.05,118.58,158.19,215.98,15.21,10.61,85.49
"Derek Roy","DEREK.ROY","11-12","BUF","C","L",1983-05-04,28,79,195.93,83.74,82.59,84.54,87.67,81.21,15.91,3.09,171.09,36.06,248.69,45.48,344.63,48.48,20.27,4.69,12.82,135.03,203.21,296.15,15.58,9.3,91.43
"Derek Roy","DEREK.ROY","12-13","DAL","C","L",1983-05-04,29,30,80.63,87.93,83.45,81.41,84.43,81.86,7.87,1.08,59.86,11.87,84.78,19.36,120.28,22.18,7.31,1.62,6.79,47.99,65.42,98.1,5.69,13.15,90.9
"Derek Roy","DEREK.ROY","13-14","STL","C","L",1983-05-04,30,75,166.42,94.75,89.37,88.84,90.3,91.89,18.24,1.01,152.46,18.14,206.32,25.91,282.74,30.36,17.22,1.52,17.23,134.32,180.41,252.38,15.7,11.96,94.43
"Derek Roy","DEREK.ROY","14-15","EDM","C","L",1983-05-04,31,42,79.72,89.43,84.64,83.98,84.64,88.31,9.98,1.18,68.29,12.39,88.07,16.8,120.53,21.87,9.14,1.21,8.8,55.9,71.27,98.66,7.93,14.61,90.48
"Derek Ryan","DEREK.RYAN","16-17","CAR","C","R",1986-12-29,29,63,137.77,77.93,88.26,88.54,89.14,88.15,10.91,3.09,115.17,15.32,150.44,19.47,191.91,23.37,14.28,1.92,7.82,99.85,130.97,168.54,12.36,9.47,79.83
"Derek Ryan","DEREK.RYAN","17-18","CAR","C","R",1986-12-29,30,80,159.5,84.73,88.69,89.46,89.89,88.72,15.87,2.86,150.6,19.2,215.91,25.45,282.02,31.73,20.21,2.57,13.01,131.4,190.46,250.29,17.64,10.54,85.1
"Derek Ryan","DEREK.RYAN","18-19","CGY","C","R",1986-12-29,31,79,134.7,76.28,79.18,82.9,85.91,89.5,10.74,3.34,98.98,26.03,136.09,28.07,183.91,30.16,12.11,1.42,7.4,72.95,108.02,153.75,10.69,10.85,87.17
"Derek Ryan","DEREK.RYAN","19-20","CGY","C","R",1986-12-29,32,66,54.9,100,86.99,90.78,92.13,97.17,6.17,0,42.18,6.31,62.23,6.32,74.14,6.33,6.19,0.18,6.17,35.87,55.91,67.81,6.01,14.63,100
"Derek Stepan","DEREK.STEPAN","10-11","NYR","C","R",1990-06-18,20,79,174.28,78,82.29,83.67,85.35,84.91,11.1,3.13,123.95,26.67,171.27,33.43,229,39.3,16.15,2.87,7.97,97.28,137.84,189.7,13.28,8.96,88.26
"Derek Stepan","DEREK.STEPAN","11-12","NYR","C","R",1990-06-18,21,81,232.67,100,86.09,87.31,87.76,91.43,18.3,0,182.01,29.4,263.67,38.33,348.74,48.66,25.62,2.4,18.3,152.61,225.34,300.08,23.22,10.05,100
"Derek Stepan","DEREK.STEPAN","12-13","NYR","C","R",1990-06-18,22,48,124.48,91.12,77.11,76.55,81.83,85.08,10.36,1.01,81.34,24.15,110.61,33.88,174.55,38.75,9.41,1.65,9.35,57.19,76.73,135.8,7.76,12.74,95.82
"Derek Stepan","DEREK.STEPAN","13-14","NYR","C","R",1990-06-18,23,81,205.67,79.73,84.75,85.82,87.19,84.64,21.04,5.35,201.08,36.19,275.79,45.56,374.67,55.06,24.03,4.36,15.69,164.89,230.23,319.61,19.67,10.46,85.22
"Derek Stepan","DEREK.STEPAN","14-15","NYR","C","R",1990-06-18,24,64,169.08,84.13,84.96,87.63,89.57,91.98,16.17,3.05,163.09,28.88,223.29,31.53,305.6,35.6,19.26,1.68,13.12,134.21,191.76,270,17.58,9.91,89.44
"Derek Stepan","DEREK.STEPAN","15-16","NYR","C","R",1990-06-18,25,69,165.82,87.47,87.13,88.64,90.37,88.81,21.08,3.02,163.29,24.13,225.67,28.91,306.7,32.69,18.73,2.36,18.06,139.16,196.76,274.01,16.37,12.91,87.48
"Derek Stepan","DEREK.STEPAN","16-17","NYR","C","R",1990-06-18,26,76,197.55,96.26,88.06,90.09,91.11,91.76,23.91,0.93,190.94,25.88,260.43,28.65,341.79,33.35,24.72,2.22,22.98,165.06,231.78,308.44,22.5,12.52,96.41
"Derek Stepan","DEREK.STEPAN","17-18","ARI","C","R",1990-06-18,27,81,193.97,79.78,82.66,85.49,87.42,88.61,25.1,6.36,184.59,38.71,262.32,44.52,343.47,49.42,25.12,3.23,18.74,145.88,217.8,294.05,21.89,13.6,83.57
"Derek Stepan","DEREK.STEPAN","18-19","ARI","C","R",1990-06-18,28,71,174.17,82.22,73.58,77.19,80.47,84.52,10.96,2.37,126.62,45.46,184.76,54.6,244.83,59.42,15.78,2.89,8.59,81.16,130.16,185.41,12.89,8.66,94.79
"Derek Stepan","DEREK.STEPAN","19-20","ARI","C","R",1990-06-18,29,68,111.67,85.48,80.19,81.09,83.11,87.41,12.83,2.18,100.31,24.78,122.89,28.65,159.37,32.38,11.66,1.68,10.65,75.53,94.24,126.99,9.98,12.79,91.2
"Derick Brassard","DERICK.BRASSARD","08-09","CBJ","C","L",1987-09-22,20,30,97.98,81.29,82.89,81.16,84.56,82.46,8.69,2,81.96,16.92,107.58,24.97,147.84,26.99,9.31,1.98,6.69,65.04,82.61,120.85,7.33,10.6,88.18
"Derick Brassard","DERICK.BRASSARD","09-10","CBJ","C","L",1987-09-22,21,77,186.6,69.47,78.18,78.23,81.35,82.04,15.13,6.65,142.17,39.67,189.98,52.88,274.06,62.83,16.22,3.55,8.48,102.5,137.1,211.23,12.67,10.64,83.24
"Derick Brassard","DERICK.BRASSARD","10-11","CBJ","C","L",1987-09-22,22,72,204.47,58.88,86.97,88.51,90.02,87.89,12,8.38,189.06,28.33,266.27,34.55,357.71,39.65,22.64,3.12,3.62,160.73,231.72,318.06,19.52,6.35,70.42
"Derick Brassard","DERICK.BRASSARD","11-12","CBJ","C","L",1987-09-22,23,73,219.7,83.1,87.55,89.15,90.27,89.89,19.42,3.95,192.37,27.36,257.01,31.28,357.05,38.47,21.61,2.43,15.47,165.01,225.73,318.58,19.18,10.1,85.56
"Derick Brassard","DERICK.BRASSARD","12-13","CBJ","C","L",1987-09-22,24,34,90.57,88.61,88.62,89.11,90.56,91.47,8.4,1.08,56.56,7.26,76.02,9.29,106.8,11.13,5.36,0.5,7.32,49.3,66.73,95.67,4.86,14.85,85.12
"Derick Brassard","DERICK.BRASSARD","13-14","NYR","C","L",1987-09-22,25,80,199.65,90.63,85.99,85.98,88.1,87.13,19.43,2.01,184,29.98,249.36,40.65,361.73,48.87,21.19,3.13,17.42,154.02,208.71,312.86,18.06,10.56,93.3
"Derick Brassard","DERICK.BRASSARD","14-15","NYR","C","L",1987-09-22,26,76,206.2,88.24,85.39,87.77,89.55,89.77,24.75,3.3,213.4,36.51,282.73,39.4,370.65,43.24,24.66,2.81,21.45,176.89,243.33,327.41,21.85,11.6,90.96
"Derick Brassard","DERICK.BRASSARD","15-16","NYR","C","L",1987-09-22,27,77,206.1,89.37,87.16,88.19,89.99,86.65,26.81,3.19,205.89,30.32,283.57,37.98,384.35,42.73,24.2,3.73,23.62,175.57,245.59,341.62,20.47,13.02,89.48
"Derick Brassard","DERICK.BRASSARD","16-17","OTT","C","L",1987-09-22,28,81,195.47,93.99,77.89,83.68,85.65,80.48,16.89,1.08,133.69,37.94,204.84,39.95,287.68,48.21,15.87,3.85,15.81,95.75,164.89,239.47,12.02,12.63,97.15
"Derick Brassard","DERICK.BRASSARD","17-18","OTT","C","L",1987-09-22,29,58,156.48,92.67,76.71,81.19,85.04,84.09,13.65,1.08,122.84,37.3,181.16,41.98,250.04,43.97,15.43,2.92,12.57,85.54,139.18,206.07,12.51,11.11,97.1
"Derick Brassard","DERICK.BRASSARD","19-20","NYI","C","L",1987-09-22,31,63,114.28,86.85,82.49,83.71,85.56,87.43,12.81,1.94,101.7,21.59,132.26,25.73,178.22,30.07,12.94,1.86,10.87,80.11,106.53,148.15,11.08,12.6,91.01
"Derrick Pouliot","DERRICK.POULIOT","14-15","PIT","D","L",1994-01-16,20,33,82.57,67.65,90.66,89.44,92.02,91.14,6.17,2.95,84.15,8.67,106.92,12.62,145.1,12.58,9.98,0.97,3.22,75.48,94.3,132.52,9.01,7.33,65.97
"Derrick Pouliot","DERRICK.POULIOT","17-18","VAN","D","L",1994-01-16,23,70,113.05,86.91,78.73,81.29,85.08,83.02,14.47,2.18,90.3,24.4,122.49,28.2,167.1,29.31,10.02,2.05,12.29,65.9,94.29,137.79,7.97,16.02,91.07
"Derrick Pouliot","DERRICK.POULIOT","18-19","VAN","D","L",1994-01-16,24,61,70.03,66.21,80.65,81.38,82.65,81.51,1.94,0.99,43.19,10.36,67,15.33,77.83,16.34,5.82,1.32,0.95,32.83,51.67,61.49,4.5,4.49,90.44
"Devante Smith-Pelly","DEVANTE.SMITH-PELLY","14-15","ANA","R","R",1992-06-14,22,52,53.93,100,79.28,83.36,85.73,85.9,1.87,0,35.89,9.38,57.91,11.56,83.37,13.88,4.02,0.66,1.87,26.51,46.35,69.49,3.36,5.21,100
"Devante Smith-Pelly","DEVANTE.SMITH-PELLY","16-17","N.J","R","R",1992-06-14,24,53,57.45,100,83.15,86.76,89.34,85.83,1.8,0,45.07,9.13,59.59,9.09,76.74,9.16,5.21,0.86,1.8,35.94,50.5,67.58,4.35,3.99,100
"Devin Setoguchi","DEVIN.SETOGUCHI","07-08","S.J","R","R",1987-01-01,20,44,97.75,59.53,83.13,84.4,85.86,88.54,4.78,3.25,74.78,15.18,93.41,17.27,123.79,20.39,9.43,1.22,1.53,59.6,76.14,103.4,8.21,6.39,78.59
"Devin Setoguchi","DEVIN.SETOGUCHI","08-09","S.J","R","R",1987-01-01,21,81,199.75,95.23,89.67,89.52,89.87,93.5,38.76,1.94,193.68,22.32,276.08,32.31,359.44,40.5,26.6,1.85,36.82,171.36,243.77,318.94,24.75,20.01,91.31
"Devin Setoguchi","DEVIN.SETOGUCHI","09-10","S.J","R","R",1987-01-01,22,68,153.68,86.58,86.98,87.69,88.65,89.36,25.36,3.93,159.26,23.85,215.71,30.29,289.61,37.08,17.81,2.12,21.43,135.41,185.42,252.53,15.69,15.92,83.52
"Devin Setoguchi","DEVIN.SETOGUCHI","10-11","S.J","R","R",1987-01-01,23,71,135.55,87.91,89.25,89.41,90.61,90.14,15.05,2.07,159.59,19.22,213.8,25.33,292.42,30.3,22.02,2.41,12.98,140.37,188.47,262.12,19.61,9.43,89.23
"Devin Setoguchi","DEVIN.SETOGUCHI","11-12","MIN","R","R",1987-01-01,24,69,176,100,88.25,88.28,89.36,91.23,13.53,0,146.53,19.51,194.45,25.81,252.79,30.11,17.37,1.67,13.53,127.02,168.64,222.68,15.7,9.23,100
"Devin Setoguchi","DEVIN.SETOGUCHI","12-13","MIN","R","R",1987-01-01,25,46,88.45,100,89.87,86.97,88.61,95.87,7.25,0,63.02,7.1,78.75,11.8,115.44,14.84,6.73,0.29,7.25,55.92,66.95,100.6,6.44,11.5,100
"Devin Setoguchi","DEVIN.SETOGUCHI","13-14","WPG","R","R",1987-01-01,26,73,132,89.81,82.03,83.69,85.34,87.12,9.52,1.08,100.24,21.96,139.25,27.14,191.8,32.95,12.11,1.79,8.44,78.28,112.11,158.85,10.32,9.5,95.08
"Devin Shore","DEVIN.SHORE","16-17","DAL","C","L",1994-07-19,22,81,144.42,64.4,77.74,79.23,82.26,80.12,8.79,4.86,105.97,30.35,155.26,40.71,215.94,46.56,13.62,3.38,3.93,75.62,114.55,169.38,10.24,8.29,83.99
"Devin Shore","DEVIN.SHORE","17-18","DAL","C","L",1994-07-19,23,78,147.1,91.03,82.04,84.4,86,89.55,22.12,2.18,153.62,33.64,202.57,37.44,265.43,43.21,21.42,2.5,19.94,119.98,165.13,222.22,18.92,14.4,93.52
"Devon Toews","DEVON.TOEWS","18-19","NYI","D","L",1994-02-21,24,46,83.97,100,79.67,82.96,85,83.62,6.75,0,63.51,16.21,83.5,17.15,101.99,18,9.09,1.78,6.75,47.3,66.35,83.99,7.31,10.63,100
"Devon Toews","DEVON.TOEWS","19-20","NYI","D","L",1994-02-21,25,65,152.15,83.3,90.81,91.42,91.59,92.23,11.27,2.26,135.61,13.72,177.21,16.63,252.47,23.17,17.21,1.45,9.01,121.89,160.58,229.3,15.76,8.31,83.53
"Dick Tarnstrom","DICK.TARNSTROM","07-08","CBJ","D","L",1975-01-20,32,19,86.05,86.76,86.35,85.49,87.66,91.03,7.73,1.18,60.78,9.61,88.82,15.08,123.8,17.42,7.71,0.76,6.55,51.17,73.74,106.38,6.95,12.72,87.72
"Dick Tarnstrom","DICK.TARNSTROM","07-08","EDM","D","L",1975-01-20,32,29,65.9,100,86.02,84.85,87.04,87.14,2.26,0,41.89,6.81,62.29,11.12,95.58,14.23,5.49,0.81,2.26,35.08,51.17,81.35,4.68,5.4,100
"Dion Phaneuf","DION.PHANEUF","07-08","CGY","D","L",1985-04-10,22,82,386.02,89.29,84.54,85.1,86.72,90.08,43.34,5.2,330.53,60.45,445.67,78.01,569.32,87.22,39.69,4.37,38.14,270.08,367.66,482.1,35.32,13.11,91.4
"Dion Phaneuf","DION.PHANEUF","08-09","CGY","D","L",1985-04-10,23,78,414.82,83.51,84.82,86.25,87.85,87.04,44.68,8.82,355.97,63.73,499.5,79.64,638.47,88.28,43.84,6.53,35.86,292.24,419.86,550.19,37.31,12.55,86.16
"Dion Phaneuf","DION.PHANEUF","09-10","CGY","D","L",1985-04-10,24,55,196.62,100,86.56,88.64,90.35,94.86,17.94,0,162.63,25.26,245.9,31.5,333.26,35.58,20.29,1.1,17.94,137.37,214.4,297.68,19.19,11.03,100
"Dion Phaneuf","DION.PHANEUF","09-10","TOR","D","L",1985-04-10,24,26,109.97,69.96,84.17,83.32,85.54,83.36,4.82,2.07,80.78,15.19,120.52,24.12,170.19,28.78,9.67,1.93,2.75,65.59,96.4,141.41,7.74,5.97,86.37
"Dion Phaneuf","DION.PHANEUF","10-11","TOR","D","L",1985-04-10,25,66,241.8,86.75,79.78,83.62,85.48,89.31,20.43,3.12,169.98,43.08,255.38,50.02,352.64,59.92,19.79,2.37,17.31,126.9,205.36,292.72,17.42,12.02,92.76
"Dion Phaneuf","DION.PHANEUF","11-12","TOR","D","L",1985-04-10,26,79,274.77,90.39,81.75,82.52,85.84,86.5,29.24,3.11,209.49,46.78,295.91,62.7,414.13,68.29,24.34,3.8,26.13,162.71,233.21,345.84,20.54,13.96,93.35
"Dion Phaneuf","DION.PHANEUF","12-13","TOR","D","L",1985-04-10,27,47,148.57,91.92,82.08,84.35,86.02,90.71,22.08,1.94,116.11,25.35,160.6,29.8,227.25,36.93,13.37,1.37,20.14,90.76,130.8,190.32,12,19.02,92.35
"Dion Phaneuf","DION.PHANEUF","13-14","TOR","D","L",1985-04-10,28,79,249.6,79.66,81.62,81.81,84.17,87.78,26.04,6.65,233.79,52.65,301.86,67.12,409.41,77.02,28.16,3.92,19.39,181.14,234.74,332.39,24.24,11.14,87.37
"Dion Phaneuf","DION.PHANEUF","14-15","TOR","D","L",1985-04-10,29,70,231.75,82.1,79.89,82.51,84.52,88.6,24.08,5.25,185.68,46.74,274.5,58.19,363.99,66.68,24.32,3.13,18.83,138.94,216.31,297.31,21.19,12.97,88.77
"Dion Phaneuf","DION.PHANEUF","15-16","TOR","D","L",1985-04-10,30,49,143.77,84.46,87.97,89.58,91.21,94.27,11.25,2.07,130.48,17.84,195.66,22.75,268.5,25.87,18.92,1.15,9.18,112.64,172.91,242.63,17.77,8.62,88.4
"Dion Phaneuf","DION.PHANEUF","16-17","OTT","D","L",1985-04-10,31,81,198.03,96.15,81.37,83.44,85.27,85.04,21.73,0.87,172.89,39.59,241.85,47.99,317.59,54.86,21.09,3.71,20.86,133.3,193.86,262.73,17.38,12.57,97.8
"Dion Phaneuf","DION.PHANEUF","17-18","L.A","D","L",1985-04-10,32,25,54.28,89.84,83,84.69,87.41,89.55,8.93,1.01,58.98,12.08,77.68,14.04,103.7,14.93,6.43,0.75,7.92,46.9,63.64,88.77,5.68,15.14,91.64
"Dion Phaneuf","DION.PHANEUF","17-18","OTT","D","L",1985-04-10,32,53,96.3,84,80.42,79.93,84.02,80.24,5.67,1.08,76.8,18.7,98.53,24.74,135.36,25.74,7.27,1.79,4.59,58.1,73.79,109.62,5.48,7.38,94.22
"Dmitri Kalinin","DMITRI.KALININ","07-08","BUF","D","L",1980-07-22,27,46,94.55,86.49,77.76,80.99,81.45,87.38,6.34,0.99,67.9,19.42,96.62,22.68,117.2,26.69,8.45,1.22,5.35,48.48,73.94,90.51,7.23,9.34,94.9
"Dmitrij Jaskin","DMITRIJ.JASKIN","14-15","STL","R","L",1993-03-23,21,52,57.37,100,90.37,90.48,89.27,92.74,5.13,0,60.08,6.4,82.23,8.65,106.89,12.85,7.41,0.58,5.13,53.68,73.58,94.04,6.83,8.54,100
"Dmitry Kulikov","DMITRY.KULIKOV","09-10","FLA","D","L",1990-10-29,18,68,184.35,85.42,77.71,78.73,81.93,79.14,17.58,3,136.04,39.03,176.23,47.61,234.66,51.76,13.28,3.5,14.58,97.01,128.62,182.9,9.78,12.92,92.31
"Dmitry Kulikov","DMITRY.KULIKOV","10-11","FLA","D","L",1990-10-29,19,70,184.9,91.61,76.5,77.18,80.47,80.28,11.79,1.08,123.99,38.09,177.79,52.57,241.69,58.67,15.8,3.88,10.71,85.9,125.22,183.02,11.92,9.51,97.16
"Dmitry Kulikov","DMITRY.KULIKOV","11-12","FLA","D","L",1990-10-29,20,58,164.45,91.43,88.18,89.64,91.38,92.25,20.59,1.93,136.09,18.24,183.33,21.18,246.94,23.28,15.6,1.31,18.66,117.85,162.15,223.66,14.29,15.13,89.42
"Dmitry Kulikov","DMITRY.KULIKOV","12-13","FLA","D","L",1990-10-29,21,33,80.38,100,80.55,82.66,83.3,80.54,9.78,0,58.46,14.12,71.75,15.05,90.79,18.2,6.87,1.66,9.78,44.34,56.7,72.59,5.21,16.73,100
"Dmitry Kulikov","DMITRY.KULIKOV","13-14","FLA","D","L",1990-10-29,22,81,187.63,82.14,78.08,79.59,81.3,83.63,9.15,1.99,116.12,32.59,162.53,41.67,211.88,48.75,13.74,2.69,7.16,83.53,120.86,163.13,11.05,7.88,93.89
"Dmitry Kulikov","DMITRY.KULIKOV","14-15","FLA","D","L",1990-10-29,23,73,105.82,91.69,86.71,88.49,87.98,89.09,11.15,1.01,87.8,13.46,119.66,15.57,153.8,21.02,9.39,1.15,10.14,74.34,104.09,132.78,8.24,12.7,92.5
"Dmitry Kulikov","DMITRY.KULIKOV","15-16","FLA","D","L",1990-10-29,24,72,99.7,100,89.34,87.13,87.59,91,9.64,0,70.24,8.38,97.82,14.45,123.95,17.56,8.9,0.88,9.64,61.86,83.37,106.39,8.02,13.72,100
"Dmitry Orlov","DMITRY.ORLOV","16-17","WSH","D","L",1991-07-23,25,80,93.35,100,93.18,90.69,89.29,92,10.66,0,75.58,5.53,102.17,10.49,150.02,17.99,9.32,0.81,10.66,70.05,91.68,132.03,8.51,14.1,100
"Dmitry Orlov","DMITRY.ORLOV","17-18","WSH","D","L",1991-07-23,26,79,94.28,88.89,86.84,87.85,87.69,87.66,8.08,1.01,77.76,11.78,97.37,13.47,129.8,18.22,8.17,1.15,7.07,65.98,83.9,111.58,7.02,10.39,91.43
"Dmitry Orlov","DMITRY.ORLOV","18-19","WSH","D","L",1991-07-23,27,81,65.93,65.65,74.78,80.63,80.92,85.2,1.93,1.01,31.7,10.69,53.2,12.78,73.53,17.34,4.78,0.83,0.92,21.01,40.42,56.19,3.95,6.09,90.55
"Dmitry Orlov","DMITRY.ORLOV","19-20","WSH","D","L",1991-07-23,28,68,96.22,70.34,72,77.01,80.68,75.42,9.32,3.93,69.31,26.95,96.96,28.94,125.13,29.96,8.5,2.77,5.39,42.36,68.02,95.17,5.73,13.45,85.42
"Dominic Moore","DOMINIC.MOORE","08-09","TOR","C","L",1980-08-03,28,61,103.75,100,85.44,83.82,85.11,91.59,12,0,110.24,18.78,140.59,27.13,178.78,31.28,14.71,1.35,12,91.46,113.46,147.5,13.36,10.89,100
"Dominic Moore","DOMINIC.MOORE","10-11","T.B","C","L",1980-08-03,30,76,69.07,100,78.57,73.22,76.23,81.77,6.95,0,47.47,12.95,62.58,22.89,82.44,25.7,5.07,1.13,6.95,34.52,39.69,56.74,3.94,14.64,100
"Dominic Moore","DOMINIC.MOORE","11-12","T.B","C","L",1980-08-03,31,55,51.28,64.1,82.11,83.93,84.95,83.22,3.66,2.05,38.5,8.39,55.61,10.65,73.28,12.98,3.82,0.77,1.61,30.11,44.96,60.3,3.05,9.51,75.57
"Dominik Kahun","DOMINIK.KAHUN","18-19","CHI","C","L",1995-07-02,23,80,85.83,100,83.34,82.72,86.03,95.87,5.12,0,59.44,11.88,75.1,15.69,101.48,16.48,7.2,0.31,5.12,47.56,59.41,85,6.89,8.61,100
"Dominik Kahun","DOMINIK.KAHUN","19-20","PIT","C","L",1995-07-02,24,49,55.88,100,81.88,80.53,83.46,82.37,4.05,0,40.84,9.04,59.48,14.38,84.79,16.8,5.28,1.13,4.05,31.8,45.1,67.99,4.15,9.92,100
"Dominik Kubalik","DOMINIK.KUBALIK","19-20","CHI","L","L",1995-08-21,24,67,129.35,90.21,81.87,84.87,87.81,91.73,9.12,0.99,105.29,23.31,143.38,25.56,192.55,26.72,11.87,1.07,8.13,81.98,117.82,165.83,10.8,8.66,95.75
"Dominik Simon","DOMINIK.SIMON","18-19","PIT","C","L",1994-08-08,24,71,57.75,88.14,75.81,78.18,79.37,80.41,7.36,0.99,39.31,12.54,52.17,14.56,64.28,16.71,3.53,0.86,6.37,26.77,37.61,47.57,2.67,18.72,92.11
"Doug Weight","DOUG.WEIGHT","07-08","ANA","C","L",1971-01-21,36,38,100.95,76.63,84.35,87.52,88.29,85.62,10.1,3.08,83.46,15.48,121.59,17.34,154.21,20.45,10.24,1.72,7.02,67.98,104.25,133.76,8.52,12.1,80.1
"Doug Weight","DOUG.WEIGHT","07-08","STL","C","L",1971-01-21,36,29,101.37,61.73,78.07,78.85,81.67,75.2,5.08,3.15,58.35,16.39,85.36,22.89,114.81,25.76,6.7,2.21,1.93,41.96,62.47,89.05,4.49,8.71,80.78
"Doug Weight","DOUG.WEIGHT","08-09","NYI","C","L",1971-01-21,37,53,224.5,95.41,85.63,86.54,87.08,91.4,24.55,1.18,190.61,31.99,259.98,40.44,332.05,49.25,22.97,2.16,23.37,158.62,219.54,282.8,20.81,12.88,96.31
"Doug Weight","DOUG.WEIGHT","09-10","NYI","C","L",1971-01-21,38,34,145.3,92.15,88.24,88.36,90.7,89.02,11.62,0.99,144.14,19.21,200.55,26.41,257.22,26.38,17.11,2.11,10.63,124.93,174.14,230.84,15,8.06,94.85
"Doug Weight","DOUG.WEIGHT","10-11","NYI","C","L",1971-01-21,39,18,81.62,87.21,85.95,85.69,86.99,85.37,6.75,0.99,56.59,9.25,79.13,13.21,114.94,17.19,7.82,1.34,5.76,47.34,65.92,97.75,6.48,11.93,89.3
"Dougie Hamilton","DOUGIE.HAMILTON","12-13","BOS","D","R",1993-06-17,19,39,79.95,85.57,78.93,83.44,84.78,90.85,5.99,1.01,59.75,15.95,85.48,16.96,118,21.18,6.95,0.7,4.98,43.8,68.52,96.82,6.25,10.03,93.67
"Dougie Hamilton","DOUGIE.HAMILTON","13-14","BOS","D","R",1993-06-17,20,61,120.9,90.1,88.01,88.52,90.4,91.12,17.57,1.93,115.86,15.79,145.71,18.9,195.78,20.79,13.44,1.31,15.64,100.07,126.81,174.99,12.13,15.16,87.78
"Dougie Hamilton","DOUGIE.HAMILTON","14-15","BOS","D","R",1993-06-17,21,69,174.33,100,94.19,94.57,95.25,97.28,19.16,0,184.15,11.35,288.61,16.57,389.09,19.39,24.3,0.68,19.16,172.8,272.04,369.7,23.62,10.4,100
"Dougie Hamilton","DOUGIE.HAMILTON","15-16","CGY","D","R",1993-06-17,22,81,188.75,96.01,88.23,87.93,89.22,91.98,24.3,1.01,197.38,26.34,265.88,36.49,352.19,42.54,24.66,2.15,23.29,171.04,229.39,309.65,22.51,12.31,96.17
"Dougie Hamilton","DOUGIE.HAMILTON","16-17","CGY","D","R",1993-06-17,23,79,176.25,100,87.76,87.89,88.59,91.45,22.8,0,143.21,19.98,206.43,28.43,275.46,35.49,19.04,1.78,22.8,123.23,178,239.97,17.26,15.92,100
"Dougie Hamilton","DOUGIE.HAMILTON","17-18","CGY","D","R",1993-06-17,24,81,204.98,88.25,79.51,82.91,85.89,87.62,15.55,2.07,178.76,46.07,259.72,53.52,357.15,58.67,22.85,3.23,13.48,132.69,206.2,298.48,19.62,8.7,95.51
"Dougie Hamilton","DOUGIE.HAMILTON","18-19","CAR","D","R",1993-06-17,25,80,150,83.41,77.63,79.68,84.35,84.9,13.73,2.73,122.81,35.38,173.75,44.31,243.79,45.22,16.64,2.96,11,87.43,129.44,198.57,13.68,11.18,92.28
"Dougie Hamilton","DOUGIE.HAMILTON","19-20","CAR","D","R",1993-06-17,26,47,139.37,95.17,90.65,90.43,91.54,96.7,21.3,1.08,163.48,16.86,210.63,22.28,274.05,25.34,22.88,0.78,20.22,146.62,188.35,248.71,22.1,13.03,93.59
"Drake Batherson","DRAKE.BATHERSON","19-20","OTT","C","R",1998-04-27,21,23,50.25,86.7,76.65,82.26,83.88,89.13,7.69,1.18,40.09,12.21,61.83,13.33,80.68,15.51,5.74,0.7,6.51,27.88,48.5,65.17,5.04,19.18,90.34
"Drake Caggiula","DRAKE.CAGGIULA","16-17","EDM","C","L",1994-06-20,22,58,98.83,92.82,91.47,91.22,93.9,93.8,11.24,0.87,88.61,8.26,118.38,11.39,174.73,11.36,11.05,0.73,10.37,80.35,106.99,163.37,10.32,12.68,89.47
"Drake Caggiula","DRAKE.CAGGIULA","17-18","EDM","C","L",1994-06-20,23,65,64.63,100,84.33,82.34,87.8,84.66,7.92,0,52.62,9.78,76.36,16.38,118.03,16.4,7.56,1.37,7.92,42.84,59.98,101.63,6.19,15.05,100
"Drew Doughty","DREW.DOUGHTY","08-09","L.A","D","R",1989-12-08,18,80,268.77,81.42,87.57,87.44,88.84,87.82,17.48,3.99,219.33,31.13,312.75,44.92,424.44,53.32,24.45,3.39,13.49,188.2,267.83,371.12,21.06,7.97,87.18
"Drew Doughty","DREW.DOUGHTY","09-10","L.A","D","R",1989-12-08,19,81,328.42,91.02,87.7,87.36,88.32,89.06,43.09,4.25,288.05,40.41,419.76,60.75,543.24,71.87,35.81,4.4,38.84,247.64,359.01,471.37,31.41,14.96,89.48
"Drew Doughty","DREW.DOUGHTY","10-11","L.A","D","R",1989-12-08,20,74,300.55,84.89,89.03,88.92,89.83,90.9,28.81,5.13,263.07,32.42,375.18,46.74,506.86,57.39,27.88,2.79,23.68,230.65,328.44,449.47,25.09,10.95,84.18
