"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS","NZS","DZS","OTF","OZF","NZF","DZF","Ice_F","Ice_A"
"Alex Steen","ALEX.STEEN","14-15","STL","L","L",1984-03-01,30,70,234.47,3.35,65.8,131,18,9,30,231,39,14,7,0
"Alex Steen","ALEX.STEEN","15-16","STL","L","L",1984-03-01,31,65,189.2,2.91,61.61,114,24,3,45,175,43,7,3,0
"Alex Steen","ALEX.STEEN","16-17","STL","L","L",1984-03-01,32,74,212.73,2.87,59.55,126,27,1,38,208,38,4,2,0
"Alex Steen","ALEX.STEEN","17-18","STL","L","L",1984-03-01,33,75,215.98,2.88,58,116,19,1,37,209,36,10,4,0
"Alex Steen","ALEX.STEEN","18-19","STL","L","L",1984-03-01,34,64,83.28,1.3,26.59,31,3,1,60,52,7,2,0,0
"Alex Tanguay","ALEX.TANGUAY","07-08","CGY","L","L",1979-11-21,27,78,220.35,2.82,43.43,78,50,6,92,141,76,9,2,0
"Alex Tanguay","ALEX.TANGUAY","08-09","MTL","L","L",1979-11-21,28,50,173.3,3.47,50.17,102,15,2,41,163,33,6,1,0
"Alex Tanguay","ALEX.TANGUAY","09-10","T.B","L","L",1979-11-21,29,80,151.82,1.9,30.73,58,20,12,103,84,34,21,2,0
"Alex Tanguay","ALEX.TANGUAY","10-11","CGY","L","L",1979-11-21,30,79,270.25,3.42,56.44,140,25,2,48,240,52,16,3,0
"Alex Tanguay","ALEX.TANGUAY","11-12","CGY","L","L",1979-11-21,31,63,198.07,3.14,59.67,100,25,1,39,162,45,9,4,0
"Alex Tanguay","ALEX.TANGUAY","12-13","CGY","L","L",1979-11-21,32,40,112.72,2.82,54.23,71,6,0,33,102,18,5,2,0
"Alex Tanguay","ALEX.TANGUAY","14-15","COL","L","L",1979-11-21,34,79,180.45,2.28,48.29,86,16,4,66,148,28,12,4,0
"Alex Tanguay","ALEX.TANGUAY","15-16","COL","L","L",1979-11-21,35,50,100.2,2,37.89,59,5,5,34,91,10,9,1,0
"Alex Tuch","ALEX.TUCH","17-18","VGK","R","R",1996-05-10,21,76,175.47,2.31,47.39,96,15,1,64,157,24,4,1,0
"Alex Tuch","ALEX.TUCH","18-19","VGK","R","R",1996-05-10,22,74,175.15,2.37,51.44,102,9,1,54,167,13,7,3,0
"Alex Tuch","ALEX.TUCH","19-20","VGK","R","R",1996-05-10,23,41,72.95,1.78,44.14,34,3,1,34,70,8,1,0,0
"Alex Wennberg","ALEX.WENNBERG","14-15","CBJ","C","L",1994-09-22,19,67,94.23,1.41,28.02,58,12,4,40,92,19,6,1,0
"Alex Wennberg","ALEX.WENNBERG","15-16","CBJ","C","L",1994-09-22,20,67,133.37,1.99,42.13,86,16,1,37,135,22,4,1,0
"Alex Wennberg","ALEX.WENNBERG","16-17","CBJ","C","L",1994-09-22,21,74,202.08,2.73,59.26,112,15,1,21,203,23,6,1,0
"Alex Wennberg","ALEX.WENNBERG","17-18","CBJ","C","L",1994-09-22,22,64,162.95,2.55,55.55,99,14,2,20,161,23,2,0,0
"Alex Wennberg","ALEX.WENNBERG","18-19","CBJ","C","L",1994-09-22,23,72,139.12,1.93,40.09,69,16,3,53,109,19,8,2,0
"Alex Wennberg","ALEX.WENNBERG","19-20","CBJ","C","L",1994-09-22,24,57,113.95,2,43.82,54,12,2,43,81,16,4,1,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","07-08","TOR","L","L",1980-04-09,27,66,127.12,1.93,28.42,40,22,5,89,82,41,9,1,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","08-09","TOR","L","L",1980-04-09,28,80,167.67,2.1,34.08,98,27,7,77,150,44,14,3,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","09-10","PIT","L","L",1980-04-09,29,16,50.02,3.13,50.69,28,4,0,11,42,8,1,0,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","09-10","TOR","L","L",1980-04-09,29,60,158.42,2.64,43.86,81,15,1,63,127,29,7,4,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","10-11","L.A","L","L",1980-04-09,30,60,56.6,0.94,15.81,35,7,3,44,47,10,5,2,0
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","11-12","CAR","L","L",1980-04-09,31,48,102.88,2.14,36.8,43,13,6,74,69,22,6,0,0
"Alexei Zhitnik","ALEXEI.ZHITNIK","07-08","ATL","D","L",1972-10-10,34,65,57.48,0.88,15,20,11,8,47,34,17,10,0,0
"Anders Eriksson","ANDERS.ERIKSSON","07-08","CGY","D","L",1975-01-09,32,61,122.35,2.01,31.86,30,33,7,81,60,45,9,0,0
"Anders Lee","ANDERS.LEE","13-14","NYI","C","L",1990-07-03,23,21,54.92,2.62,51.63,35,8,2,10,51,13,3,0,0
"Anders Lee","ANDERS.LEE","14-15","NYI","C","L",1990-07-03,24,76,161.63,2.13,42.14,94,14,2,58,133,32,6,2,0
"Anders Lee","ANDERS.LEE","15-16","NYI","C","L",1990-07-03,25,77,189.08,2.46,53.17,129,13,1,39,191,25,4,1,0
"Anders Lee","ANDERS.LEE","16-17","NYI","C","L",1990-07-03,26,78,183.87,2.36,51.17,107,18,1,51,185,28,11,3,0
"Anders Lee","ANDERS.LEE","17-18","NYI","C","L",1990-07-03,27,81,240.42,2.97,60.05,157,20,4,20,246,31,12,0,0
"Anders Lee","ANDERS.LEE","18-19","NYI","C","L",1990-07-03,28,80,219.62,2.75,58.73,126,14,0,23,206,24,5,3,0
"Anders Lee","ANDERS.LEE","19-20","NYI","C","L",1990-07-03,29,65,147.48,2.27,53.11,76,12,0,39,124,22,1,0,0
"Andre Benoit","ANDRE.BENOIT","12-13","OTT","D","L",1984-01-06,28,31,51.4,1.66,35.61,25,5,4,28,39,11,6,1,0
"Andre Benoit","ANDRE.BENOIT","13-14","COL","D","L",1984-01-06,29,77,185.78,2.41,47.51,74,22,8,77,139,35,16,1,0
"Andre Benoit","ANDRE.BENOIT","14-15","BUF","D","L",1984-01-06,30,56,71.27,1.27,25.75,31,8,5,40,54,17,9,2,0
"Andre Burakovsky","ANDRE.BURAKOVSKY","14-15","WSH","L","L",1995-02-09,19,52,61.03,1.17,27.28,25,7,2,50,41,13,2,0,0
"Andre Burakovsky","ANDRE.BURAKOVSKY","15-16","WSH","L","L",1995-02-09,20,77,62.53,0.81,17.03,24,10,2,48,36,11,3,0,0
"Andre Burakovsky","ANDRE.BURAKOVSKY","16-17","WSH","L","L",1995-02-09,21,62,93.37,1.51,31.52,29,11,5,74,54,17,9,2,0
"Andre Burakovsky","ANDRE.BURAKOVSKY","17-18","WSH","L","L",1995-02-09,22,54,64.72,1.2,26.6,23,9,3,56,36,19,6,2,0
"Andre Burakovsky","ANDRE.BURAKOVSKY","19-20","COL","L","L",1995-02-09,24,58,132.65,2.29,41.94,62,15,1,53,100,19,4,2,0
"Andreas Athanasiou","ANDREAS.ATHANASIOU","16-17","DET","C","L",1994-08-06,22,63,74.45,1.18,23.21,37,8,2,44,52,15,4,1,0
"Andreas Athanasiou","ANDREAS.ATHANASIOU","17-18","DET","C","L",1994-08-06,23,70,114.07,1.63,37.01,61,11,2,47,97,16,6,1,0
"Andreas Athanasiou","ANDREAS.ATHANASIOU","18-19","DET","C","L",1994-08-06,24,74,163.07,2.2,51.51,86,19,3,44,149,31,6,2,0
"Andreas Athanasiou","ANDREAS.ATHANASIOU","19-20","DET","C","L",1994-08-06,25,44,95.2,2.16,45.36,55,8,2,34,85,15,11,3,0
"Andreas Johnsson","ANDREAS.JOHNSSON","18-19","TOR","L","L",1994-11-21,23,69,115.13,1.67,36.49,57,14,2,65,89,20,6,1,0
"Andreas Johnsson","ANDREAS.JOHNSSON","19-20","TOR","L","L",1994-11-21,24,41,83.9,2.05,44.27,56,3,2,25,96,7,6,0,0
"Andrei Kostitsyn","ANDREI.KOSTITSYN","07-08","MTL","L","L",1985-02-03,22,78,231.88,2.97,44.41,96,54,5,83,154,80,9,0,0
"Andrei Kostitsyn","ANDREI.KOSTITSYN","08-09","MTL","L","L",1985-02-03,23,73,209.72,2.87,44.16,109,20,5,79,166,38,10,1,0
"Andrei Kostitsyn","ANDREI.KOSTITSYN","09-10","MTL","L","L",1985-02-03,24,57,126.8,2.22,45.59,75,9,4,56,120,16,8,0,0
"Andrei Kostitsyn","ANDREI.KOSTITSYN","10-11","MTL","L","L",1985-02-03,25,80,173.83,2.17,40.15,96,25,5,87,135,36,9,3,0
"Andrei Kostitsyn","ANDREI.KOSTITSYN","11-12","MTL","L","L",1985-02-03,26,53,93.23,1.76,30.9,52,17,2,59,69,23,3,0,0
"Andrei Markov","ANDREI.MARKOV","07-08","MTL","D","L",1978-12-20,28,82,391.6,4.78,70.5,136,70,9,32,292,131,22,1,1
"Andrei Markov","ANDREI.MARKOV","08-09","MTL","D","L",1978-12-20,29,77,363.88,4.73,69.79,173,29,1,19,335,70,13,4,0
"Andrei Markov","ANDREI.MARKOV","09-10","MTL","D","L",1978-12-20,30,44,140.42,3.19,62.28,86,14,0,15,157,22,3,0,0
"Andrei Markov","ANDREI.MARKOV","12-13","MTL","D","L",1978-12-20,33,48,209.73,4.37,68.34,98,25,1,18,209,47,6,1,0
"Andrei Markov","ANDREI.MARKOV","13-14","MTL","D","L",1978-12-20,34,81,342.07,4.22,74.27,146,17,2,17,336,59,19,7,0
"Andrei Markov","ANDREI.MARKOV","14-15","MTL","D","L",1978-12-20,35,79,253.42,3.21,66.62,127,22,2,18,241,40,13,4,0
"Andrei Markov","ANDREI.MARKOV","15-16","MTL","D","L",1978-12-20,36,79,269.1,3.41,63.31,139,35,5,28,249,61,12,2,0
"Andrei Markov","ANDREI.MARKOV","16-17","MTL","D","L",1978-12-20,37,62,157.22,2.54,57.19,76,24,2,35,122,38,5,2,0
"Andrei Svechnikov","ANDREI.SVECHNIKOV","18-19","CAR","R","L",2000-03-26,18,80,151.63,1.9,39.98,78,20,6,75,124,39,12,3,0
"Andrei Svechnikov","ANDREI.SVECHNIKOV","19-20","CAR","R","L",2000-03-26,19,67,189.68,2.83,59.23,122,13,0,23,201,26,4,2,0
"Andrei Zyuzin","ANDREI.ZYUZIN","07-08","CHI","D","L",1978-01-21,29,32,56.8,1.77,26.4,23,12,2,30,33,18,4,1,0
"Andrej Meszaros","ANDREJ.MESZAROS","07-08","OTT","D","L",1985-10-13,21,81,215.37,2.66,42.46,55,44,5,135,111,70,8,0,0
"Andrej Meszaros","ANDREJ.MESZAROS","08-09","T.B","D","L",1985-10-13,22,52,130.7,2.51,37.75,49,21,7,89,87,32,8,0,0
"Andrej Meszaros","ANDREJ.MESZAROS","09-10","T.B","D","L",1985-10-13,23,81,166.07,2.05,33.34,71,27,16,106,117,42,22,1,0
"Andrej Meszaros","ANDREJ.MESZAROS","10-11","PHI","D","L",1985-10-13,24,81,196.87,2.43,41.85,54,18,9,133,115,34,14,2,0
"Andrej Meszaros","ANDREJ.MESZAROS","11-12","PHI","D","L",1985-10-13,25,62,85.6,1.38,20.17,32,12,3,80,61,17,6,1,0
"Andrej Meszaros","ANDREJ.MESZAROS","14-15","BUF","D","L",1985-10-13,28,57,88.4,1.55,31.53,39,8,4,58,72,14,9,1,0
"Andrej Nestrasil","ANDREJ.NESTRASIL","15-16","CAR","C","L",1991-02-22,24,53,70.63,1.33,25.38,36,7,4,45,61,12,4,0,0
"Andrej Sekera","ANDREJ.SEKERA","08-09","BUF","D","L",1986-06-08,22,68,104,1.53,23.86,41,14,2,65,74,23,9,3,0
"Andrej Sekera","ANDREJ.SEKERA","09-10","BUF","D","L",1986-06-08,23,49,74.27,1.52,23.45,24,8,5,48,51,16,8,0,0
"Andrej Sekera","ANDREJ.SEKERA","10-11","BUF","D","L",1986-06-08,24,76,156.57,2.06,39.06,46,28,12,87,94,42,17,3,0
"Andrej Sekera","ANDREJ.SEKERA","11-12","BUF","D","L",1986-06-08,25,68,60.33,0.89,17.29,32,9,4,51,45,14,6,0,0
"Andrej Sekera","ANDREJ.SEKERA","13-14","CAR","D","L",1986-06-08,27,73,189.87,2.6,48.59,76,27,3,82,152,38,6,2,0
"Andrej Sekera","ANDREJ.SEKERA","14-15","CAR","D","L",1986-06-08,28,55,97.23,1.77,35.13,48,9,0,54,87,15,5,4,0
"Andrej Sekera","ANDREJ.SEKERA","15-16","EDM","D","L",1986-06-08,29,80,184.08,2.3,47.28,74,25,6,80,143,43,12,2,0
"Andrej Sekera","ANDREJ.SEKERA","16-17","EDM","D","L",1986-06-08,30,78,170.43,2.19,44.93,76,21,4,64,132,34,10,0,0
"Andrew Brunette","ANDREW.BRUNETTE","07-08","COL","L","L",1973-08-24,34,82,249.6,3.04,46.06,111,48,8,92,160,69,17,5,0
"Andrew Brunette","ANDREW.BRUNETTE","08-09","MIN","L","L",1973-08-24,35,79,245.6,3.11,51.77,160,30,3,101,237,50,6,0,1
"Andrew Brunette","ANDREW.BRUNETTE","09-10","MIN","L","L",1973-08-24,36,81,247.93,3.06,52.48,160,33,3,68,232,44,11,3,0
"Andrew Brunette","ANDREW.BRUNETTE","10-11","MIN","L","L",1973-08-24,37,80,233.83,2.92,53.04,131,21,3,68,213,45,9,1,0
"Andrew Brunette","ANDREW.BRUNETTE","11-12","CHI","L","L",1973-08-24,38,77,171.03,2.22,40.01,84,16,3,111,123,28,7,3,0
"Andrew Cogliano","ANDREW.COGLIANO","07-08","EDM","C","L",1987-06-14,20,82,165.48,2.02,30.77,63,20,7,128,90,31,13,4,1
"Andrew Cogliano","ANDREW.COGLIANO","08-09","EDM","C","L",1987-06-14,21,82,157.98,1.93,29.19,57,18,2,116,81,31,9,3,0
"Andrew Cogliano","ANDREW.COGLIANO","09-10","EDM","C","L",1987-06-14,22,81,70.35,0.87,15.32,25,10,3,64,47,14,6,0,0
"Andrew Cogliano","ANDREW.COGLIANO","10-11","EDM","C","L",1987-06-14,23,81,72.53,0.9,15.81,39,12,3,59,62,12,7,1,0
"Andrew Copp","ANDREW.COPP","19-20","WPG","C","L",1994-07-08,25,59,74.45,1.26,25.83,24,7,4,64,38,13,7,2,0
"Andrew Ebbett","ANDREW.EBBETT","08-09","ANA","C","L",1983-01-02,25,48,85.1,1.77,30.87,48,21,2,58,66,27,2,0,0
"Andrew Ference","ANDREW.FERENCE","07-08","BOS","D","L",1979-03-17,28,58,122.15,2.11,33.03,33,27,10,91,66,45,15,2,1
"Andrew Ference","ANDREW.FERENCE","08-09","BOS","D","L",1979-03-17,29,47,103.07,2.19,37.57,35,16,5,75,75,32,8,1,0
"Andrew Ladd","ANDREW.LADD","07-08","CAR","L","L",1985-12-12,21,43,57.62,1.34,19.33,23,17,4,26,34,26,5,1,0
"Andrew Ladd","ANDREW.LADD","07-08","CHI","L","L",1985-12-12,21,19,50.17,2.64,39.61,17,9,2,35,28,12,4,1,0
"Andrew Ladd","ANDREW.LADD","09-10","CHI","L","L",1985-12-12,23,81,50.43,0.62,11.41,21,9,2,55,31,13,5,2,0
"Andrew Ladd","ANDREW.LADD","10-11","ATL","L","L",1985-12-12,24,80,229.38,2.87,53.28,145,29,1,49,217,46,6,2,0
"Andrew Ladd","ANDREW.LADD","11-12","WPG","L","L",1985-12-12,25,80,197.13,2.46,50.29,93,10,3,66,167,32,8,2,0
"Andrew Ladd","ANDREW.LADD","12-13","WPG","L","L",1985-12-12,26,47,117.62,2.5,51.31,61,12,2,36,96,24,5,2,0
"Andrew Ladd","ANDREW.LADD","13-14","WPG","L","L",1985-12-12,27,76,201.33,2.65,51.14,104,20,1,74,176,43,9,4,0
"Andrew Ladd","ANDREW.LADD","14-15","WPG","L","L",1985-12-12,28,78,232.43,2.98,55.57,134,28,4,45,218,43,19,7,0
"Andrew Ladd","ANDREW.LADD","15-16","WPG","L","L",1985-12-12,29,58,160.75,2.77,53.02,98,19,1,38,154,31,7,1,0
"Andrew Ladd","ANDREW.LADD","16-17","NYI","L","L",1985-12-12,30,75,149.88,2,45.05,57,14,2,82,97,22,11,4,0
"Andrew Ladd","ANDREW.LADD","17-18","NYI","L","L",1985-12-12,31,72,125.1,1.74,34.39,26,13,4,107,54,23,6,0,0
"Andrew MacDonald","ANDREW.MACDONALD","09-10","NYI","D","L",1986-09-07,23,44,74.68,1.7,24.12,30,16,1,48,42,19,4,0,0
"Andrew MacDonald","ANDREW.MACDONALD","10-11","NYI","D","L",1986-09-07,24,60,170.92,2.85,51.66,82,20,2,40,148,35,6,2,0
"Andrew MacDonald","ANDREW.MACDONALD","11-12","NYI","D","L",1986-09-07,25,71,100.37,1.41,29.82,41,20,2,77,69,26,7,2,0
"Andrew MacDonald","ANDREW.MACDONALD","12-13","NYI","D","L",1986-09-07,26,45,71.93,1.6,31.89,23,10,7,70,33,15,10,4,1
"Andrew MacDonald","ANDREW.MACDONALD","13-14","NYI","D","L",1986-09-07,27,63,195.93,3.11,57.76,88,19,1,39,165,36,5,3,0
"Andrew MacDonald","ANDREW.MACDONALD","14-15","PHI","D","L",1986-09-07,28,58,80.37,1.39,28.73,31,13,4,67,44,21,6,2,0
"Andrew Shaw","ANDREW.SHAW","11-12","CHI","C","R",1991-07-20,20,36,58.6,1.63,29.98,28,5,1,35,45,12,1,0,0
"Andrew Shaw","ANDREW.SHAW","12-13","CHI","C","R",1991-07-20,21,47,97.47,2.07,39.33,46,8,1,43,82,12,2,1,0
"Andrew Shaw","ANDREW.SHAW","13-14","CHI","C","R",1991-07-20,22,79,207.52,2.63,52.22,145,23,2,33,217,37,5,1,1
"Andrew Shaw","ANDREW.SHAW","14-15","CHI","C","R",1991-07-20,23,76,212.57,2.8,52.21,120,22,0,45,199,28,3,3,0
"Andrew Shaw","ANDREW.SHAW","15-16","CHI","C","R",1991-07-20,24,78,146.02,1.87,40.78,74,26,2,76,113,35,4,1,0
"Andrew Shaw","ANDREW.SHAW","16-17","MTL","C","R",1991-07-20,25,68,134.17,1.97,45.93,63,17,0,55,96,25,4,1,0
"Andrew Shaw","ANDREW.SHAW","17-18","MTL","C","R",1991-07-20,26,50,116.02,2.32,46.2,68,10,1,31,121,19,1,0,0
"Andrew Shaw","ANDREW.SHAW","18-19","MTL","C","R",1991-07-20,27,60,127.75,2.13,44,33,10,3,89,66,16,6,2,0
"Andrew Shaw","ANDREW.SHAW","19-20","CHI","C","R",1991-07-20,28,26,58.9,2.27,47.37,21,4,0,30,45,5,1,1,0
"Andy Greene","ANDY.GREENE","07-08","N.J","D","L",1982-10-30,24,58,115.95,2,30.31,43,23,1,78,70,38,5,2,0
"Andy Greene","ANDY.GREENE","08-09","N.J","D","L",1982-10-30,25,49,84.28,1.72,28.16,31,12,0,55,57,17,5,0,0
"Andy Greene","ANDY.GREENE","09-10","N.J","D","L",1982-10-30,26,76,198.28,2.61,50.49,98,23,2,67,191,38,3,1,0
"Andy Greene","ANDY.GREENE","10-11","N.J","D","L",1982-10-30,27,79,102.32,1.3,26.35,40,11,4,89,68,21,6,0,0
"Andy Greene","ANDY.GREENE","12-13","N.J","D","L",1982-10-30,29,48,86.95,1.81,33.3,27,14,2,74,45,23,6,2,0
"Andy Greene","ANDY.GREENE","13-14","N.J","D","L",1982-10-30,30,82,191.65,2.34,48.09,65,22,9,103,126,39,15,0,0
"Andy Greene","ANDY.GREENE","16-17","N.J","D","L",1982-10-30,33,65,78.97,1.21,22.99,47,10,4,50,86,16,6,0,0
"Andy Hilbert","ANDY.HILBERT","08-09","NYI","C","L",1981-02-06,27,67,67.42,1.01,16.02,30,10,4,61,41,15,5,0,0
"Andy McDonald","ANDY.MCDONALD","07-08","ANA","C","L",1977-08-25,30,33,101.25,3.07,47.05,27,18,1,50,54,34,4,0,0
"Andy McDonald","ANDY.MCDONALD","07-08","STL","C","L",1977-08-25,30,48,157.7,3.29,56.43,61,42,2,40,106,61,3,0,0
"Andy McDonald","ANDY.MCDONALD","08-09","STL","C","L",1977-08-25,31,45,159.6,3.55,58.48,82,24,2,45,135,35,7,0,0
"Andy McDonald","ANDY.MCDONALD","09-10","STL","C","L",1977-08-25,32,79,254.28,3.22,53.92,131,32,0,82,235,52,5,2,0
"Andy McDonald","ANDY.MCDONALD","10-11","STL","C","L",1977-08-25,33,58,181.08,3.12,55.77,89,23,3,64,137,36,6,1,0
"Andy McDonald","ANDY.MCDONALD","11-12","STL","C","L",1977-08-25,34,25,68.28,2.73,50.08,33,11,1,35,52,14,2,1,0
"Andy McDonald","ANDY.MCDONALD","12-13","STL","C","L",1977-08-25,35,37,91.47,2.47,48.97,50,12,2,41,80,24,4,1,0
"Anssi Salmela","ANSSI.SALMELA","08-09","N.J","D","L",1984-08-13,24,17,61.37,3.61,62.17,30,8,1,8,61,16,3,0,0
"Anthony Beauvillier","ANTHONY.BEAUVILLIER","17-18","NYI","L","L",1997-06-08,20,70,66,0.94,18.87,19,12,3,54,26,18,4,1,0
"Anthony Beauvillier","ANTHONY.BEAUVILLIER","18-19","NYI","L","L",1997-06-08,21,79,131.57,1.67,35.37,43,5,3,108,70,16,9,1,0
"Anthony Beauvillier","ANTHONY.BEAUVILLIER","19-20","NYI","L","L",1997-06-08,22,65,121.48,1.87,43.75,65,11,1,59,97,18,4,1,0
"Anthony Cirelli","ANTHONY.CIRELLI","19-20","T.B","C","L",1997-07-15,22,67,62.8,0.94,18.69,50,8,3,33,72,10,7,2,0
"Anthony Duclair","ANTHONY.DUCLAIR","15-16","ARI","L","L",1995-08-26,20,81,225.52,2.78,48.34,106,32,4,100,189,53,13,3,0
"Anthony Duclair","ANTHONY.DUCLAIR","16-17","ARI","L","L",1995-08-26,21,56,72.92,1.3,27.42,33,12,1,47,55,18,4,1,0
"Anthony Duclair","ANTHONY.DUCLAIR","17-18","ARI","L","L",1995-08-26,22,32,60.02,1.88,38.42,30,6,3,33,44,8,4,0,0
"Anthony Duclair","ANTHONY.DUCLAIR","18-19","CBJ","L","L",1995-08-26,23,51,85.15,1.67,33.64,48,7,2,37,68,10,6,2,0
"Anthony Duclair","ANTHONY.DUCLAIR","19-20","OTT","L","L",1995-08-26,24,65,157.27,2.42,50.59,99,10,0,47,154,23,5,2,0
"Anthony Mantha","ANTHONY.MANTHA","16-17","DET","R","L",1994-09-16,21,58,105.18,1.81,35.89,51,15,3,46,70,19,6,1,0
"Anthony Mantha","ANTHONY.MANTHA","17-18","DET","R","L",1994-09-16,22,79,167.48,2.12,47.49,96,12,4,61,137,24,6,0,0
"Anthony Mantha","ANTHONY.MANTHA","18-19","DET","R","L",1994-09-16,23,65,152.22,2.34,52.46,74,14,2,35,132,24,4,2,0
"Anthony Mantha","ANTHONY.MANTHA","19-20","DET","R","L",1994-09-16,24,42,120.07,2.86,56.58,59,12,2,23,108,19,8,2,0
"Anthony Stewart","ANTHONY.STEWART","10-11","ATL","R","R",1985-01-05,25,79,100.78,1.28,23.77,46,26,3,78,65,42,5,1,0
"Antoine Roussel","ANTOINE.ROUSSEL","16-17","DAL","L","L",1989-11-21,26,60,66.15,1.1,20.95,38,11,4,40,53,15,7,1,1
"Antoine Roussel","ANTOINE.ROUSSEL","19-20","VAN","L","L",1989-11-21,29,40,53.4,1.34,27.07,32,3,1,42,44,4,5,2,0
"Antoine Vermette","ANTOINE.VERMETTE","07-08","OTT","C","L",1982-07-20,25,80,115.55,1.44,23.17,42,17,4,103,62,30,7,1,0
"Antoine Vermette","ANTOINE.VERMETTE","08-09","OTT","C","L",1982-07-20,26,62,132.47,2.14,33.88,56,14,5,97,87,23,7,1,0
"Antoine Vermette","ANTOINE.VERMETTE","09-10","CBJ","C","L",1982-07-20,27,80,206.13,2.58,44.12,87,24,4,135,144,40,9,1,0
"Antoine Vermette","ANTOINE.VERMETTE","10-11","CBJ","C","L",1982-07-20,28,80,220.63,2.76,47.8,108,29,1,99,180,53,9,4,0
"Antoine Vermette","ANTOINE.VERMETTE","11-12","CBJ","C","L",1982-07-20,29,59,114.02,1.93,30.16,48,16,5,72,85,28,9,3,0
"Antoine Vermette","ANTOINE.VERMETTE","12-13","ARI","C","L",1982-07-20,30,46,110.97,2.41,42.07,49,14,3,58,86,23,6,0,1
"Antoine Vermette","ANTOINE.VERMETTE","13-14","ARI","C","L",1982-07-20,31,82,194.37,2.37,45.12,122,19,6,70,183,39,12,3,0
"Antoine Vermette","ANTOINE.VERMETTE","14-15","ARI","C","L",1982-07-20,32,60,162.93,2.72,55.42,103,22,3,33,170,34,9,2,0
"Antoine Vermette","ANTOINE.VERMETTE","15-16","ARI","C","L",1982-07-20,33,76,198.98,2.62,45.72,111,31,0,79,171,46,7,1,0
"Antoine Vermette","ANTOINE.VERMETTE","16-17","ANA","C","L",1982-07-20,34,70,132.37,1.89,37.1,65,17,6,88,93,28,12,3,0
"Antoine Vermette","ANTOINE.VERMETTE","17-18","ANA","C","L",1982-07-20,35,61,74.08,1.21,26.28,39,6,2,46,64,13,4,1,0
"Anton Babchuk","ANTON.BABCHUK","08-09","CAR","D","R",1984-05-06,24,71,167.85,2.36,34.72,60,27,5,106,99,36,12,1,0
"Anton Babchuk","ANTON.BABCHUK","10-11","CGY","D","R",1984-05-06,26,65,151.78,2.34,40.76,50,23,5,97,87,41,10,3,0
"Anton Babchuk","ANTON.BABCHUK","11-12","CGY","D","R",1984-05-06,27,30,74.68,2.49,46.77,30,7,1,28,53,13,3,2,0
"Anton Belov","ANTON.BELOV","13-14","EDM","D","L",1986-07-29,27,55,69.83,1.27,23.08,31,10,2,49,44,12,3,1,0
"Anton Lander","ANTON.LANDER","14-15","EDM","C","L",1991-04-24,23,36,74.7,2.08,47.03,34,6,1,29,55,11,2,1,0
"Anton Stralman","ANTON.STRALMAN","07-08","TOR","D","R",1986-08-01,21,50,71.53,1.43,21.93,31,19,2,55,51,28,6,3,0
"Anton Stralman","ANTON.STRALMAN","08-09","TOR","D","R",1986-08-01,22,37,95.35,2.58,40.84,56,10,3,32,81,15,7,0,0
"Anton Stralman","ANTON.STRALMAN","09-10","CBJ","D","R",1986-08-01,23,72,245.78,3.41,58.47,129,26,2,47,229,46,6,3,0
"Anton Stralman","ANTON.STRALMAN","10-11","CBJ","D","R",1986-08-01,24,50,141.3,2.83,48.72,73,21,6,52,129,28,9,1,0
"Anton Stralman","ANTON.STRALMAN","11-12","NYR","D","R",1986-08-01,25,52,64.17,1.23,23.43,24,11,2,52,42,14,6,2,0
"Anton Stralman","ANTON.STRALMAN","12-13","NYR","D","R",1986-08-01,26,48,51.17,1.07,20.73,19,3,2,48,28,8,3,2,0
"Anton Stralman","ANTON.STRALMAN","14-15","T.B","D","R",1986-08-01,28,80,201.05,2.51,45.51,91,25,3,80,154,31,4,1,0
"Anton Stralman","ANTON.STRALMAN","15-16","T.B","D","R",1986-08-01,29,72,207.97,2.89,53.44,105,27,3,41,185,40,7,2,0
"Anton Stralman","ANTON.STRALMAN","16-17","T.B","D","R",1986-08-01,30,73,119.72,1.64,32.12,47,15,2,67,86,21,3,1,0
"Antti Miettinen","ANTTI.MIETTINEN","07-08","DAL","R","R",1980-07-03,27,69,169.83,2.46,37.11,58,38,3,75,99,69,4,0,1
"Antti Miettinen","ANTTI.MIETTINEN","08-09","MIN","R","R",1980-07-03,28,81,189.33,2.34,38.76,127,22,5,108,171,42,9,0,0
"Antti Miettinen","ANTTI.MIETTINEN","09-10","MIN","R","R",1980-07-03,29,78,206.45,2.65,45.93,146,29,3,67,197,40,11,3,0
"Antti Miettinen","ANTTI.MIETTINEN","10-11","MIN","R","R",1980-07-03,30,72,196.72,2.73,49.96,109,23,2,66,178,35,8,1,0
"Anze Kopitar","ANZE.KOPITAR","07-08","L.A","C","L",1987-08-24,20,82,303.48,3.7,52.38,107,63,4,87,216,103,12,1,0
